icd10,icd10_3,title,chapter_number,chapter_title,block_title
"V961","V96","Hang-glider accident injuring occupant",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V962","V96","Glider (nonpowered) accident injuring occupant",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V968","V96","Other nonpowered-aircraft accidents injuring occupant",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V969","V96","Unspecified nonpowered-aircraft accident injuring occupant",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V97","V97","Other specified air transport accidents",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V970","V97","Occupant of aircraft injured in other specified air transport accidents",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V971","V97","Person injured while boarding or alighting from aircraft",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V972","V97","Parachutist injured in air transport accident",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V973","V97","Person on ground injured in air transport accident",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V978","V97","Other air transport accidents, not elsewhere classified",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V98","V98","Other specified transport accidents",20,"External causes of morbidity and mortality","Other and unspecified transport accidents"
"V99","V99","Unspecified transport accident",20,"External causes of morbidity and mortality","Other and unspecified transport accidents"
"W00","W00","Fall on same level involving ice and snow",20,"External causes of morbidity and mortality","Falls"
"W01","W01","Fall on same level from slipping, tripping and stumbling",20,"External causes of morbidity and mortality","Falls"
"W02","W02","Fall involving ice-skates, skis, roller-skates or skateboards",20,"External causes of morbidity and mortality","Falls"
"W03","W03","Other fall on same level due to collision with, or pushing by, another person",20,"External causes of morbidity and mortality","Falls"
"W04","W04","Fall while being carried or supported by other persons",20,"External causes of morbidity and mortality","Falls"
"W05","W05","Fall involving wheelchair",20,"External causes of morbidity and mortality","Falls"
"W06","W06","Fall involving bed",20,"External causes of morbidity and mortality","Falls"
"W07","W07","Fall involving chair",20,"External causes of morbidity and mortality","Falls"
"W08","W08","Fall involving other furniture",20,"External causes of morbidity and mortality","Falls"
"W09","W09","Fall involving playground equipment",20,"External causes of morbidity and mortality","Falls"
"W10","W10","Fall on and from stairs and steps",20,"External causes of morbidity and mortality","Falls"
"W11","W11","Fall on and from ladder",20,"External causes of morbidity and mortality","Falls"
"W12","W12","Fall on and from scaffolding",20,"External causes of morbidity and mortality","Falls"
"W13","W13","Fall from, out of or through building or structure",20,"External causes of morbidity and mortality","Falls"
"W14","W14","Fall from tree",20,"External causes of morbidity and mortality","Falls"
"W15","W15","Fall from cliff",20,"External causes of morbidity and mortality","Falls"
"W16","W16","Diving or jumping into water causing injury other than drowning or submersion",20,"External causes of morbidity and mortality","Falls"
"W17","W17","Other fall from one level to another",20,"External causes of morbidity and mortality","Falls"
"W18","W18","Other fall on same level",20,"External causes of morbidity and mortality","Falls"
